Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2004,1,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,10,0,10,0,10,,,,,,
2004,1,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,13,0,13,0,13,,,,,,
2004,2,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Caterer,32,1,32,0,32,,,,,,
2004,2,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Other,10,3,10,0,10,,,,,,
2004,2,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,24,1,24,0,24,bun,,Multiple,,,
2004,2,Wisconsin,Food,Salmonella enterica,Brandenburg,Confirmed,Private home/residence,7,0,7,0,7,"pork, unspecified",,Pork,,,
2004,2,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Caterer;Restaurant: Other,380,,,0,35,fish salad,Fin fish,Fish,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Other,37,1,37,0,37,,,,,,
2004,3,Wisconsin,Food,Bacillus cereus,,Confirmed,Restaurant: Other,4,0,4,0,4,,,,,,
2004,3,Wisconsin,Food,Salmonella enterica,Paratyphi B var. L(+) tartrate +,Confirmed,Restaurant: Other;Other,11,1,11,0,11,,,,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,16,0,16,0,16,,,,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Religious facility,27,0,24,0,24,,,,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Religious facility;Private home/residence,22,1,22,0,22,coleslaw,,Multiple,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,8,0,8,0,8,,,,,,
2004,3,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,15,0,15,0,15,ice,,Other,,,
2004,4,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,8,0,8,0,8,,,,,,
2004,4,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Other,6,,,0,6,"soup, other fish",,Multiple,,,
2004,4,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,5,0,5,0,5,,,,,,
2004,5,Wisconsin,Food,Clostridium perfringens,,Confirmed,Private home/residence,15,,,0,13,"beef, stew",,Multiple,,,
2004,5,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,1,2,0,2,"egg-containing food, other",,Multiple,,,
2004,6,Wisconsin,Water,Other - Bacterium,,Suspected,Hotel/motel,22,0,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,12,0,12,0,12,,,,,,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Unknown,11,0,11,0,11,"pastry, unspecified",,Multiple,,,
2004,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Religious facility,34,2,34,0,34,watermelon;musk melon;honeydew melon,,Fruits,,,
2004,6,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant: Other,5,0,5,0,5,,,,,,
2004,6,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,19,5,17,0,17,"seabass, unspecified;eggs, unspecified",,Multiple,,,
2004,7,Wisconsin,Water,Unknown,,Suspected,Park - State Park;Beach,18,0,,0,,,,,Recreational water -- untreated,Lake/Reservoir,
2004,7,Wisconsin,Food,Salmonella enterica,Newport,Confirmed,Long-term care/nursing home/assisted living facility,13,2,13,0,13,,,,,,
2004,8,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Caterer,2,,,,,,,,,,
2004,8,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,4,0,4,0,4,,,,,,
2004,8,Wisconsin,Water,Cryptosporidium unknown,,Confirmed,Community/municipality,6,0,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2004,10,Wisconsin,Food,Clostridium perfringens,,Confirmed,Caterer,4,,,,,"chicken, grilled",,Chicken,,,
2004,10,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,20,0,20,0,20,"sandwich, deli",,Multiple,,,
2004,10,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Unknown,21,0,21,0,21,,,,,,
2004,11,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,20,0,20,0,20,,,,,,
2004,11,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Other,93,0,93,0,93,,,,,,
2004,11,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Other,19,0,19,0,19,"sandwich, submarine",,Multiple,,,
2004,11,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,8,,,0,8,,,,,,
2004,12,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Caterer,47,3,47,0,47,"corn, unspecified",,Seeded Vegetables,,,
2004,12,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant: Other,34,0,34,0,34,"chicken, fried",,Multiple,,,
2004,12,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,103,1,103,0,103,multiple foods,,,,,
2004,12,Wisconsin,Food,Salmonella enterica,Typhimurium,Confirmed,Correctional/detention facility,21,2,21,0,21,"chicken, baked",,Chicken,,,
2004,12,Wisconsin,Water,Campylobacter jejuni,,Confirmed,Restaurant,20,1,,0,,,,,Drinking water,Other,
2005,3,Wisconsin,Food,Staphylococcus aureus,,Confirmed,Restaurant: Other,8,0,8,0,8,"soup, potato",,Multiple,,,
2005,5,Wisconsin,Food,Clostridium perfringens,,Confirmed,Correctional/detention facility,104,,,0,6,"chicken, other",,Chicken,,,
2005,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,22,0,22,0,22,taco dip,,Multiple,,,
2005,6,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,22,0,22,0,22,taco dip,,Multiple,,,
2005,7,Wisconsin,Food,,,,Restaurant: Other,9,1,9,0,9,,,,,,
2005,7,Wisconsin,Water,Pseudomonas aeruginosa,,Confirmed,Hotel/motel,9,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2005,7,Wisconsin,Food,,,,Caterer,20,0,20,0,20,"gravy;beans, baked",,Multiple,,,
2005,7,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Caterer,25,2,25,0,25,"pork, roasted",,Pork,,,
2005,7,Wisconsin,Food,Clostridium perfringens,,Confirmed,Correctional/detention facility,24,0,24,0,24,"gravy, sausage",,Multiple,,,
2005,8,Wisconsin,Food,,,,Other,17,0,17,0,17,,,,,,
2005,9,Wisconsin,Food,Staphylococcus aureus,,Confirmed,Restaurant: Other,9,0,9,0,9,"ham, other",,Pork,,,
2005,9,Wisconsin,Food,Salmonella enterica,Montevideo,Confirmed,Restaurant: Other,6,2,6,0,6,"gravy, sausage",,Multiple,,,
2005,10,Wisconsin,Food,Campylobacter jejuni,,Confirmed,Religious facility,13,2,13,0,13,"liver, chicken",,Chicken,,,
2005,11,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,13,0,13,0,13,breads,,Multiple,,,
2006,1,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Correctional/detention facility,12,0,12,0,12,"ground beef, sloppy joe;chicken, other",,Multiple,,,
2006,1,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Private home/residence;Caterer,14,0,14,0,14,mixed fruit,,Fruits,,,
2006,2,Wisconsin,Water,,,,Hotel/motel,28,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2006,2,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,9,0,0,0,0,"pastry, unspecified",,Multiple,,,
2006,3,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,7,0,7,0,7,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,21,0,21,0,21,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,9,0,9,0,9,"sandwich, submarine",,Multiple,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,20,0,20,0,20,ranch dressing,,Multiple,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,25,2,16,0,18,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,19,2,19,0,19,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,23,3,23,0,23,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,29,0,28,0,28,,,,,,
2006,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer;Other,25,2,25,0,25,,,,,,
2006,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,23,0,23,0,23,,,,,,
2006,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,48,2,48,0,48,"broccoli, unspecified",,Vegetable Row Crops,,,
2006,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,8,0,8,0,8,,,,,,
2006,5,Wisconsin,Water,Norovirus unknown,,Confirmed,Hotel/motel,18,0,,,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2006,5,Wisconsin,Food,Campylobacter jejuni,,Confirmed,Private home/residence,58,2,58,0,58,"homemade cheese, unpasteurized",,Dairy,,,
2006,6,Wisconsin,Water,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Park - State Park,3,2,,,,,,,Recreational water -- untreated,Lake/Reservoir,
2006,6,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,28,0,25,0,25,,,,,,
2006,6,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other;School/college/university,30,,,,,,,,,,
2006,6,Wisconsin,Food,Norovirus Genogroup I,unknown,Confirmed,Restaurant: Other,5,0,5,0,5,,,,,,
2006,6,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,9,0,9,0,9,,,,,,
2006,6,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,6,0,6,0,6,,,,,,
2006,7,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site);Caterer,62,0,18,0,18,"cake, unspecified",,Multiple,,,
2006,7,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,15,2,12,0,12,"beef/steak dish, other",,Multiple,,,
2006,8,Wisconsin,Water,Cryptosporidium hominis,,Confirmed,Camp/cabin,22,3,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2006,8,Wisconsin,Water,Cryptosporidium hominis,,Confirmed,Community/municipality,4,1,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2006,8,Wisconsin,Food,Scombroid toxin,,Confirmed,Restaurant: Other,2,0,2,0,2,"fish, escolar",,Fish,,,
2006,10,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Religious facility,17,0,17,0,17,,,,,,
2006,10,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,19,0,14,0,14,,,,,,
2006,10,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,17,0,17,0,17,,,,,,
2006,11,Wisconsin,Food,Campylobacter jejuni;Salmonella enterica,Enteritidis,Confirmed;Confirmed,Private home/residence,2,2,2,0,2,"turkey, baked",,Turkey,,,
2006,11,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,32,1,32,0,32,,,,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,24,,,0,23,"sausage, beef",,Beef,,,
2006,12,Wisconsin,Food,Campylobacter jejuni,,Confirmed,Banquet Facility (food prepared and served on-site),23,0,23,0,23,"ham, unspecified;beef, other",,Multiple,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other;Private home/residence,5,0,5,0,5,,,,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,19,0,19,0,19,"cake, unspecified",,Multiple,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,11,0,9,0,9,,,,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer,66,0,66,0,66,,,,,,
2006,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,33,,,0,33,"beef, other",,Beef,,,
2007,1,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,10,0,10,0,10,,,,,,
2007,1,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,101,0,101,0,101,,,,,,
2007,1,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant: Other,10,0,,0,,"refried beans, unspecified",,Multiple,,,
2007,1,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,5,0,5,0,5,,,,,,
2007,2,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,9,0,8,0,9,,,,,,
2007,3,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Religious facility,18,0,18,0,18,,,,,,
2007,3,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,7,0,7,0,7,fruit salad,,Multiple,,,
2007,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer,17,0,17,0,17,,,,,,
2007,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer,86,0,86,0,86,potato salad,,Multiple,,,
2007,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other,23,0,23,0,23,,,,,,
2007,4,Wisconsin,Food,Salmonella enterica,Group B,Confirmed,Restaurant: Other,53,,,,,,,,,,
2007,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,23,,,0,23,,,,,,
2007,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Caterer,13,0,13,0,13,"onion, unspecified",,Root/Underground,,,
2007,5,Wisconsin,Water,Campylobacter unknown;Salmonella unknown;Norovirus Genogroup I,,Confirmed;Confirmed;Confirmed,Restaurant,229,6,,0,,,,,Drinking water,Non-Transient Non-Community,
2007,6,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other;Restaurant: Other,49,0,45,0,45,"mixed vegetables, unspecified",,N/A,,,
2007,7,Wisconsin,Food,Clostridium perfringens,,Confirmed,Other;Restaurant: Other,16,0,16,0,16,"roast beef, other",,Beef,,,
2007,7,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Other;Restaurant: Other,21,0,21,0,21,,,,,,
2007,8,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,28,0,28,0,28,,,,,,
2007,8,Wisconsin,Water,Cryptosporidium unknown,,Confirmed,Community/municipality,38,,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2007,8,Wisconsin,Water,Cryptosporidium unknown,,Confirmed,Community/municipality,35,,,0,,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2007,9,Wisconsin,Food,Salmonella enterica,Newport,Confirmed,Caterer,11,1,11,0,11,"pork, roasted",,Pork,,,
2007,10,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,3,0,3,0,3,,,,,,
2007,10,Wisconsin,Food,,,,School/college/university,101,0,67,0,67,Miscellaneous,,,,,
2007,11,Wisconsin,Food,,,,,43,,,,,,,,,,
2007,12,Wisconsin,Food,Clostridium perfringens,,Suspected,Caterer,10,0,10,0,10,turkey dishes,,Multiple,,,
2007,12,Wisconsin,Food,Campylobacter jejuni;Campylobacter coli;Salmonella enterica,Newport,Suspected;Suspected;Confirmed,Private home/residence,8,3,8,0,8,"beef, other",,Beef,,,
2008,2,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,22,0,22,0,22,,,,,,
2008,2,Wisconsin,Water,Pseudomonas aeruginosa,,Confirmed,Hotel/motel,18,0,,0,,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool;Pool - Other Swimming Pool,
2008,2,Wisconsin,Food,Clostridium perfringens,,Confirmed,Private home/residence,12,0,12,0,12,"soup, beef-based",,Multiple,,,
2008,3,Wisconsin,Food,Cyclospora cayetanensis,,Confirmed,Private home/residence,4,0,4,0,4,"peas, green",,Seeded Vegetables,,,
2008,3,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,93,,,0,93,,,,,,
2008,3,Wisconsin,Food,,,,Restaurant: Other,6,0,5,0,5,,,,,,
2008,3,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,9,0,9,0,9,,,,,,
2008,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Religious facility,6,0,6,0,6,,,,,,
2008,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,,30,0,30,0,30,,,,,,
2008,4,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,10,0,10,0,10,"sandwich, deli",,Multiple,,,
2008,4,Wisconsin,Food,Clostridium perfringens,,Confirmed,Restaurant: Other,4,0,4,0,4,,,,,,
2008,5,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,41,1,41,0,41,,,,,,
2008,6,Wisconsin,Food,,,,Restaurant: Other,6,0,6,0,6,"chicken, baked",,Chicken,,,
2008,7,Wisconsin,Water,Norovirus Genogroup I,,Confirmed,Camp/cabin,23,,,0,,,,,Recreational water -- untreated,Lake/Reservoir,
2008,7,Wisconsin,Food,Clostridium perfringens,,Confirmed,Caterer,45,0,45,0,45,"roast beef, other",,Beef,,,
2008,8,Wisconsin,Food,Clostridium perfringens,,Confirmed,Correctional/detention facility,200,0,200,0,200,"ground beef, unspecified",,Beef,,,
2008,8,Wisconsin,Food,Norovirus Genogroup I,GI.1,Confirmed,Other,15,0,15,0,15,,,,,,
2008,9,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,10,1,10,0,10,,,,,,
2008,10,Wisconsin,Food,Clostridium perfringens,,Confirmed,Caterer,13,0,13,0,13,"roast beef, other",,Beef,,,
2008,10,Wisconsin,Food,Other - Bacterium,,Confirmed,Banquet Facility (food prepared and served on-site),64,0,62,0,62,"chicken, other",,Chicken,,,
2008,11,Wisconsin,Food,Campylobacter jejuni;Clostridium perfringens,,Confirmed;Confirmed,School/college/university,76,0,76,0,76,roast beef,,Beef,,,
2008,12,Wisconsin,Food,Norovirus Genogroup II,unknown,Confirmed,Restaurant: Other,14,1,14,0,14,"cake, chocolate",,Multiple,,,
2008,12,Wisconsin,Food,Clostridium perfringens,,Suspected,Other,62,1,62,0,62,turkey and gravy,,Multiple,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,142,1,142,0,142,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,
2009,1,Wisconsin,Food,Norovirus Genogroup II,,Confirmed,Restaurant: Sit-down dining,62,1,62,0,62,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,41,4,41,0,41,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,92,0,92,0,92,,,,,,
2009,1,Wisconsin,Person-to-person,Clostridium perfringens;Norovirus unknown,,Suspected;Confirmed,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,55,0,55,0,55,,,,,,
2009,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,44,0,44,0,44,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,41,2,41,0,41,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,71,1,71,0,71,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,32,2,32,0,32,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,56,9,56,0,56,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Other healthcare facility,34,1,34,0,34,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Other healthcare facility,35,0,35,0,35,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,46,0,46,0,46,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,114,0,114,0,114,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,50,0,50,1,50,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,59,0,59,0,59,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,62,0,62,0,62,,,,,,
2009,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,56,9,56,0,56,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Other healthcare facility,63,0,63,1,63,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,24,2,24,0,24,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,62,0,62,0,62,,,,,,
2009,1,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,21,0,21,0,21,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,37,2,37,2,37,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,42,0,42,0,42,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,63,0,63,0,63,,,,,,
2009,1,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,33,0,33,0,33,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,43,0,43,0,43,,,,,,
2009,1,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,
